95539;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
95538;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
95537;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
95536;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
95535;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
95534;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
95527;[{'StatusClarification': 'Архивно.'}, {'StatusClarification': 'Архивно.'}, {'StatusClarification': 'Архивно.'}]
95523;[{'StatusClarification': 'Архивно.'}, {'StatusClarification': 'Архивно.'}, {'StatusClarification': 'Архивно.'}]
95522;[{'StatusClarification': 'Архивно.'}, {'StatusClarification': 'Архивно.'}, {'StatusClarification': 'Архивно.'}]
95520;[{'StatusClarification': 'Архивно.'}, {'StatusClarification': 'Архивно.'}, {'StatusClarification': 'Архивно.'}]
9552;[{'StatusClarification': 'Архивно.'}, {'StatusClarification': 'Архивно.'}]
95519;[{'StatusClarification': 'Архивно.'}, {'StatusClarification': 'Архивно.'}, {'StatusClarification': 'Архивно.'}]
95518;[{'StatusClarification': 'Архивно.'}, {'StatusClarification': 'Архивно.'}, {'StatusClarification': 'Архивно.'}]
95411;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
95398;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
95252;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
95250;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
95249;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
95230;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
95229;[{'StatusClarification': 'Остановлено.'}, {'StatusClarification': 'Остановлено.'}]
95212;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
95200;[{'StatusClarification': 'Архивно.'}, {'StatusClarification': 'Архивно.'}, {'StatusClarification': 'Архивно.'}]
95199;[{'StatusClarification': 'Архивно.'}, {'StatusClarification': 'Архивно.'}, {'StatusClarification': 'Архивно.'}]
95198;[{'StatusClarification': 'Архивно.'}, {'StatusClarification': 'Архивно.'}, {'StatusClarification': 'Архивно.'}]
95197;[{'StatusClarification': 'Архивно.'}, {'StatusClarification': 'Архивно.'}, {'StatusClarification': 'Архивно.'}]
95093;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
9508;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
9495;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
9478;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
9470;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
94613;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
94612;[{'StatusClarification': 'Архивно.'}, {'StatusClarification': 'Архивно.'}, {'StatusClarification': 'Архивно.'}]
94610;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
94455;[{'StatusClarification': 'Архивно.'}, {'StatusClarification': 'Архивно.'}]
9437;[{'StatusClarification': 'Архивно.'}, {'StatusClarification': 'Архивно.'}]
94324;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
94320;[{'StatusClarification': 'Архивно.'}, {'StatusClarification': 'Архивно.'}]
94282;[{'StatusClarification': 'Архивно.'}, {'StatusClarification': 'Архивно.'}]
94185;[{'StatusClarification': 'Архивно.'}, {'StatusClarification': 'Архивно.'}, {'StatusClarification': 'Архивно.'}]
94183;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
94149;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
94147;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
94126;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
9411;[{'StatusClarification': 'Архивно.'}, {'StatusClarification': 'Архивно.'}]
94095;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
94089;[{'StatusClarification': 'Остановлено.'}, {'StatusClarification': 'Остановлено.'}]
94088;[{'StatusClarification': 'Архивно.'}, {'StatusClarification': 'Архивно.'}]
9405;[{'StatusClarification': 'Остановлено.'}, {'StatusClarification': 'Остановлено.'}]
9404;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
94019;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
94010;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
94009;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
94008;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
94006;[{'StatusClarification': 'Архивно.'}, {'StatusClarification': 'Архивно.'}, {'StatusClarification': 'Архивно.'}]
9394;[{'StatusClarification': 'Остановлено.'}, {'StatusClarification': 'Остановлено.'}]
93789;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
93753;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
93724;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
93663;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
93562;[{'StatusClarification': 'Архивно.'}, {'StatusClarification': 'Архивно.'}]
93444;[{'StatusClarification': 'Архивно.'}, {'StatusClarification': 'Архивно.'}]
93442;[{'StatusClarification': 'Остановлено.'}, {'StatusClarification': 'Остановлено.'}]
93411;[{'StatusClarification': 'Архивно.'}, {'StatusClarification': 'Архивно.'}]
93400;[{'StatusClarification': 'Архивно.'}, {'StatusClarification': 'Архивно.'}, {'StatusClarification': 'Архивно.'}]
9340;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
93293;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
93276;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
93275;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
93274;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
93270;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
93265;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
93264;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
93260;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
93251;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
92905;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
92896;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
92895;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
92893;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
92891;[{'StatusClarification': 'Архивно.'}, {'StatusClarification': 'Архивно.'}]
92887;[{'StatusClarification': 'Остановлено.'}, {'StatusClarification': 'Остановлено.'}]
92886;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
92877;[{'StatusClarification': 'Архивно.'}, {'StatusClarification': 'Архивно.'}]
92802;[{'StatusClarification': 'Остановлено.'}, {'StatusClarification': 'Остановлено.'}]
92726;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
92722;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
92721;[{'StatusClarification': 'Остановлено.'}, {'StatusClarification': 'Остановлено.'}]
92720;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
92719;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
92718;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
92717;[{'StatusClarification': 'Архивно.'}, {'StatusClarification': 'Архивно.'}, {'StatusClarification': 'Архивно.'}]
92680;[{'StatusClarification': 'Архивно.'}, {'StatusClarification': 'Архивно.'}, {'StatusClarification': 'Архивно.'}]
92679;[{'StatusClarification': 'Архивно.'}, {'StatusClarification': 'Архивно.'}, {'StatusClarification': 'Архивно.'}]
92591;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
92590;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
92588;[{'StatusClarification': 'Архивно.'}, {'StatusClarification': 'Архивно.'}, {'StatusClarification': 'Архивно.'}]
92586;[{'StatusClarification': 'Архивно.'}, {'StatusClarification': 'Архивно.'}, {'StatusClarification': 'Архивно.'}]
92585;[{'StatusClarification': 'Архивно.'}, {'StatusClarification': 'Архивно.'}]
92584;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
92582;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
92581;[{'StatusClarification': 'Остановлено.'}, {'StatusClarification': 'Остановлено.'}]
92570;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
92568;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
92567;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
92566;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
92565;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
92564;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
92563;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
92562;[{'StatusClarification': 'Остановлено.'}, {'StatusClarification': 'Остановлено.'}]
92561;[{'StatusClarification': 'Остановлено.'}, {'StatusClarification': 'Остановлено.'}]
92560;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
92559;[{'StatusClarification': 'Остановлено.'}, {'StatusClarification': 'Остановлено.'}]
92558;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
92554;[{'StatusClarification': 'Идут показы.'}, {'StatusClarification': 'Идут показы.'}]
